text,label,source,clean_text,predicted_label,predicted_name,true_name,prob_Safe,prob_Offensive,prob_Hate Speech,confidence
"""
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.  [[User:Momu",1,jigsaw,""" stop with the false unblock notices putting up false notices like this one will get your talk page protected for the rest of your block. gespräch why are you guys so mean? can't i play with my own talk page?! i suggest you wait out the block, it's only for 3 days. anymore talk page abuse and you will not be able to edit this page for the duration of the block. gespräch 3 days!?!? what am i supposed to do until then!?! stop with the false unblock notices putting up false notices like this one will get your talk page protected for the rest of your block. gespräch why are you guys so mean? can't i play with my own talk page?! i suggest you wait out the block, it's only for 3 days. anymore talk page abuse and you will not be able to edit this page for the duration of the block. gespräch 3 days!?!? what am i supposed to do until then!?! stop with the false unblock notices putting up false notices like this one will get your talk page protected for the rest of your block. gespräch why are you guys so mean? can't i play with my own talk page?! i suggest you wait out the block, it's only for 3 days. anymore talk page abuse and you will not be able to edit this page for the duration of the block. gespräch 3 days!?!? what am i supposed to do until then!?! stop with the false unblock notices putting up false notices like this one will get your talk page protected for the rest of your block. gespräch why are you guys so mean? can't i play with my own talk page?! i suggest you wait out the block, it's only for 3 days. anymore talk page abuse and you will not be able to edit this page for the duration of the block. gespräch 3 days!?!? what am i supposed to do until then!?! stop with the false unblock notices putting up false notices like this one will get your talk page protected for the rest of your block. gespräch why are you guys so mean? can't i play with my own talk page?! i suggest you wait out the block, it's only for 3 days. anymore talk page abuse and you will not be able to edit this page for the duration of the block. gespräch 3 days!?!? what am i supposed to do until then!?! stop with the false unblock notices putting up false notices like this one will get your talk page protected for the rest of your block. [[usermomu",0,Safe,Offensive,0.7930515,0.20114872,0.005799781,0.7930515
"#Ford's attorney says she's receiving death threats and has had to move her family to safety"""". Where's the proof that #Democrats #Antifa are not doing this to promote this circus?""""",1,olid,"ford's attorney says she's receiving death threats and has had to move her family to safety"""". where's the proof that democrats antifa are not doing this to promote this circus?""""",0,Safe,Offensive,0.7916834,0.19978368,0.008533017,0.7916834
<user> big head and being a faggot in the front row,1,hatexplain,big head and being a faggot in the front row,2,Hate Speech,Offensive,0.008067966,0.20352374,0.78840834,0.78840834
"""

Try Nazi/Evil Menacing Insane Totalitarian Terroristism, that seems to fit.  Don't see how you can be against dictatorship/totalitarianism at all.  Me, I like the idea and feel of dictatorship but when it comes down to real life I'm all for freedom and equality.  I'm really pro-freedom of religion/speech, and yes I'm pro-freedom of speech in what you call the way """"the rest of America"""" believes in it, which is freedom to speak out against anything and not just your way of freedom to speak if your speaking pro-whatever the govt's beliefs happen to be.  Love the hippie movement, by the way, what religion are you going to force everybody to do, and what races are you exactly against?  Also, who exactky are you trying to help with this idea, you and your other insane evil dictator friends, because there are about several billion other people here too who dont appreciate getting every right taken away from them and having somebody try to tell them who they are and what they shuld do and that their dreams aren;t important and that they should be freaking governmant scapegoats and sacrifice their right to speak and everything else jsut so that a group of like a dozen self-absorbed people can get what they want.  Imagine what those billions of people are feeling every day not even being able to freaking have their own indivduality and e=not even being able to live here in peace.  No one came here to live the way other people wanted them to, they came here to live THEIR,note the word THEIR, lives.  

                         Peace out, brother.  Try getting billions of normal life-living people to accept your stupid idea.  yeah,right.""",0,jigsaw,""" try nazi/evil menacing insane totalitarian terroristism, that seems to fit. don't see how you can be against dictatorship/totalitarianism at all. me, i like the idea and feel of dictatorship but when it comes down to real life i'm all for freedom and equality. i'm really pro-freedom of religion/speech, and yes i'm pro-freedom of speech in what you call the way """"the rest of america"""" believes in it, which is freedom to speak out against anything and not just your way of freedom to speak if your speaking pro-whatever the govt's beliefs happen to be. love the hippie movement, by the way, what religion are you going to force everybody to do, and what races are you exactly against? also, who exactky are you trying to help with this idea, you and your other insane evil dictator friends, because there are about several billion other people here too who dont appreciate getting every right taken away from them and having somebody try to tell them who they are and what they shuld do and that their dreams aren;t important and that they should be freaking governmant scapegoats and sacrifice their right to speak and everything else jsut so that a group of like a dozen self-absorbed people can get what they want. imagine what those billions of people are feeling every day not even being able to freaking have their own indivduality and e=not even being able to live here in peace. no one came here to live the way other people wanted them to, they came here to live their,note the word their, lives. peace out, brother. try getting billions of normal life-living people to accept your stupid idea. yeah,right.""",1,Offensive,Safe,0.1625616,0.7870043,0.050434027,0.7870043
these white people must be self aware they are emotionally and intellectually retarded it is so obvious,1,hatexplain,these white people must be self aware they are emotionally and intellectually retarded it is so obvious,2,Hate Speech,Offensive,0.044077836,0.16969569,0.78622645,0.78622645
Life's a bitch then you die- Tony,1,davidson,life's a bitch then you die- tony,2,Hate Speech,Offensive,0.009442658,0.20474681,0.7858106,0.7858106
I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;,2,davidson,i really get upset when my lightskin friends have another cute dark skin sidekick..like im supposed to be the only cute darkie u hang wit enraged face,1,Offensive,Hate Speech,0.094861954,0.78476125,0.12037678,0.78476125
Hang 'em high.,2,civil_comments,hang 'em high.,1,Offensive,Hate Speech,0.107599586,0.7810596,0.111340776,0.7810596
@KodyMark1 hahahh thank you fag boy! #represent,1,davidson,hahahh thank you fag boy! represent,2,Hate Speech,Offensive,0.007476241,0.21403745,0.7784863,0.7784863
this looks like an arab slave market with newly abductded european women for sale,1,hatexplain,this looks like an arab slave market with newly abductded european women for sale,2,Hate Speech,Offensive,0.057669602,0.16393551,0.77839494,0.77839494
"HA HA im on episode 7 so fuck u, now let me spoil it. Basicly jack + dad kill the 2 guys, drive to his brothers house, interrogate him, brother tells him that he ist he one behind all of the last season and then his dad kills jacks bro.

The End",1,jigsaw,"ha ha im on episode 7 so fuck u, now let me spoil it. basicly jack + dad kill the 2 guys, drive to his brothers house, interrogate him, brother tells him that he ist he one behind all of the last season and then his dad kills jacks bro. the end",2,Hate Speech,Offensive,0.010090459,0.21161537,0.7782942,0.7782942
"Where you at devil? The World's Greatest Terrorist hasn't forgot about you scum 

Fuck yourself with a sword sissy",1,jigsaw,where you at devil? the world's greatest terrorist hasn't forgot about you scum fuck yourself with a sword sissy,2,Hate Speech,Offensive,0.005896322,0.22640347,0.7677002,0.7677002
RT @Chuck_Strangers: When I say faggot it just means someone who is fucking weak...,1,davidson,rt when i say faggot it just means someone who is fucking weak..,2,Hate Speech,Offensive,0.007385445,0.22832197,0.7642926,0.7642926
You're all going to burn in hell you know that -Jenny Mac,2,jigsaw,you're all going to burn in hell you know that -jenny mac,1,Offensive,Hate Speech,0.009597638,0.76312405,0.22727829,0.76312405
"THATS A PERSONAL ATTACK. MY NAME DOESNT OFFEND ANYONE AND YOU KNOW IT. IF U WANNA SPLIT HAIRS LIKE THAT, Y'ALL SHOULD REPORT YOURSELVES FOR PERSONALLY ATTACKING ME. I DONT FOLLOW MINDLESS RULES. UNLESS YOU CAN PROVE MY NAME IS INFRINGING ON SOMEONES RIGHTS, IT STAYS",1,jigsaw,"thats a personal attack. my name doesnt offend anyone and you know it. if u wanna split hairs like that, y'all should report yourselves for personally attacking me. i dont follow mindless rules. unless you can prove my name is infringing on someones rights, it stays",0,Safe,Offensive,0.7621963,0.23200984,0.005793887,0.7621963
". Crzrussian, slit your wrists",1,jigsaw,". crzrussian, slit your wrists",2,Hate Speech,Offensive,0.034506578,0.203862,0.76163137,0.76163137
"Well I will use my user page then, don't tell meyour gonna remove it too, because that will piss me off and drive me nuts. Also I am not making a personal ttack on Jimmy wales, I am saying he is a bit to greedy dont you think? He's got 6 million dollars already and now he's asking for more.",0,jigsaw,"well i will use my user page then, don't tell meyour gonna remove it too, because that will piss me off and drive me nuts. also i am not making a personal ttack on jimmy wales, i am saying he is a bit to greedy dont you think? he's got 6 million dollars already and now he's asking for more.",1,Offensive,Safe,0.23248306,0.7601754,0.007341507,0.7601754
why arabs lose wars,0,hatexplain,why arabs lose wars,2,Hate Speech,Safe,0.09827539,0.14172289,0.7600017,0.7600017
@ViewFromBoxSeat She's a cunt,2,davidson,she's a cunt,1,Offensive,Hate Speech,0.0042008096,0.7586497,0.2371495,0.7586497
"I am going to shove a pineapple up your ass 

You'll fucking need major surgery to pull that shit out!",2,jigsaw,i am going to shove a pineapple up your ass you'll fucking need major surgery to pull that shit out!,1,Offensive,Hate Speech,0.004036263,0.7565613,0.23940243,0.7565613
RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;,2,davidson,rt us ghettos-driven by liberal ideology; forged by unions & bankrupted by self-serving dems catering to parasites!tcot,1,Offensive,Hate Speech,0.025054606,0.75517344,0.21977194,0.75517344
""":::Please dont keep leaving your useless tralala on my userpage alongside my amused replies to your inane tralala. Please keep your tralala and useless chit-chat for """"Painstakingly"""" """"improving"""" articles. LOL. Also, you can just accept my condensation patterns that I have to do in any article and we are cool. LOL. You can keep vainly condensing that Episode 4 of Apprentice when someone else edits it, till it has a single """"last word"""" for all I care. LOL.
In contradiction to some people, the nice, intelligent, secure, and not-vain Sue Anne appreciated my edits and condensing of that very section of Apprentice 4 muchly (her comment below) LOL. 
This is the final PAINSTAKING chit-chat I am gonna give you. HAHAHAHA. Bye Bye.  

""",0,jigsaw,"""please dont keep leaving your useless tralala on my userpage alongside my amused replies to your inane tralala. please keep your tralala and useless chit-chat for """"painstakingly"""" """"improving"""" articles. lol. also, you can just accept my condensation patterns that i have to do in any article and we are cool. lol. you can keep vainly condensing that episode 4 of apprentice when someone else edits it, till it has a single """"last word"""" for all i care. lol. in contradiction to some people, the nice, intelligent, secure, and not-vain sue anne appreciated my edits and condensing of that very section of apprentice 4 muchly (her comment below) lol. this is the final painstaking chit-chat i am gonna give you. hahahaha. bye bye. """,1,Offensive,Safe,0.23608989,0.75347716,0.010432962,0.75347716
"Hey, you degenerate ape 

Go sit on a live grenade",1,jigsaw,"hey, you degenerate ape go sit on a live grenade",2,Hate Speech,Offensive,0.008346627,0.24553232,0.7461211,0.7461211
hello hello it is the other way around am triggering you lol look the jews are coming tongue,1,hatexplain,hello hello it is the other way around am triggering you lol look the jews are coming tongue,2,Hate Speech,Offensive,0.041794535,0.2137295,0.74447596,0.74447596
"Hi mutherfuckng wikipedia nolifer go die pl0x. 
With vänlig hälsning VOP",2,jigsaw,hi mutherfuckng wikipedia nolifer go die pl0x. with vänlig hälsning vop,1,Offensive,Hate Speech,0.0137227215,0.7432499,0.24302742,0.7432499
the morons in washington really need to start prioritizing american citizens above other people fix the va and help our homeless men women and children before we take in more people period we need our safety first not last,2,hatexplain,the morons in washington really need to start prioritizing american citizens above other people fix the va and help our homeless men women and children before we take in more people period we need our safety first not last,1,Offensive,Hate Speech,0.01652774,0.7418396,0.24163263,0.7418396
@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;,2,davidson,i wasn't serious bitch face with tears of joy bitch them niggas i named ain't fuccing witcho ass face with tears of joy loudly crying face we all just making shit up smirking face weary face,1,Offensive,Hate Speech,0.009014364,0.737751,0.25323468,0.737751
muh legacy is shitty he stirred up a hurricane of hate against police white people anybody who opposed him he was more interested in his marxist muslim agenda then bringing our country together,0,hatexplain,muh legacy is shitty he stirred up a hurricane of hate against police white people anybody who opposed him he was more interested in his marxist muslim agenda then bringing our country together,2,Hate Speech,Safe,0.10119253,0.1626147,0.7361928,0.7361928
so tired of all this gay shit,0,hatexplain,so tired of all this gay shit,2,Hate Speech,Safe,0.051671136,0.21571775,0.7326112,0.7326112
"Is the graphic on this article accurate?

It shows that average use of force is 57% on whites, 33% on blacks.
** So less on blacks.

It shows that taser use on whites 46% on whites, 44% on blacks.
** So less on blacks.",2,civil_comments,"is the graphic on this article accurate? it shows that average use of force is 57% on whites, 33% on blacks. ** so less on blacks. it shows that taser use on whites 46% on whites, 44% on blacks. ** so less on blacks.",0,Safe,Hate Speech,0.7298019,0.113321304,0.15687679,0.7298019
I'm like Rashad and I did her like when he found out the ghetto truth about New-New,1,davidson,i'm like rashad and i did her like when he found out the ghetto truth about new-new,0,Safe,Offensive,0.7289422,0.19926365,0.07179415,0.7289422
"RT @NooWorrriess: ""Girls who vape&gt;&gt;"" only faggots say some pussy shit like that I swear.",1,davidson,"rt ""girls who vape>>"" only faggots say some pussy shit like that i swear.",2,Hate Speech,Offensive,0.0070324154,0.26620045,0.7267671,0.7267671
"A little clique controls the Technocracy articles to very very bad effect
The same group of scum bag tandem editors that have controlled and now want to misrepresent any and all articles connected with Technocracy issues ... even to the point of trying to delete the article now.
http://en.wikipedia.org/wiki/User_talk:Johnfos#The_Signpost:_17_October_2011
http://en.wikipedia.org/wiki/User_talk:Epipelagic
http://en.wikipedia.org/wiki/User_talk:Beagel
http://en.wikipedia.org/wiki/User_talk:Lawrencekhoo

Mostly they collude to give bad information.
TAB
The same group of tandem editors from several years ago still try and control this article. They want to eliminate an article about one of the major social movements ... the group that started it. 
Wikipedia is known for special interest control and buddy editing. Its a pity and the reason a serious article on an important American group is being tried to be done away with by tandem editors that obviously object for some reason to the content. The past clearly shows the same team of tandem editors here.
Beagle and Johnphos are tandem editors as is Lawrencekhoo and Epipelagic... One of the most significant groups in American history and they want to get rid of the article. Its pathetic and shows the weakness of en. Wikipedia. Lawrencekhoo is a mainstream economist who ax grinds economic articles Google his name for his economic 'beliefs' Gino Your right about the tandem editors on the Technocracy article",0,jigsaw,a little clique controls the technocracy articles to very very bad effect the same group of scum bag tandem editors that have controlled and now want to misrepresent any and all articles connected with technocracy issues .. even to the point of trying to delete the article now. mostly they collude to give bad information. tab the same group of tandem editors from several years ago still try and control this article. they want to eliminate an article about one of the major social movements .. the group that started it. wikipedia is known for special interest control and buddy editing. its a pity and the reason a serious article on an important american group is being tried to be done away with by tandem editors that obviously object for some reason to the content. the past clearly shows the same team of tandem editors here. beagle and johnphos are tandem editors as is lawrencekhoo and epipelagic.. one of the most significant groups in american history and they want to get rid of the article. its pathetic and shows the weakness of en. wikipedia. lawrencekhoo is a mainstream economist who ax grinds economic articles google his name for his economic 'beliefs' gino your right about the tandem editors on the technocracy article,1,Offensive,Safe,0.26602966,0.72305673,0.010913614,0.72305673
<user> dudley is a fucking twat and a pestilence to this constituency hope he gets the ole heave ho shortly,2,hatexplain,dudley is a fucking twat and a pestilence to this constituency hope he gets the ole heave ho shortly,1,Offensive,Hate Speech,0.004619761,0.7230482,0.27233207,0.7230482
Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F,1,davidson,fucc yo face card nicca u might not get in beerand tac os we the last ones left milk the city respect the culture,2,Hate Speech,Offensive,0.030539123,0.24685557,0.7226053,0.7226053
flipping channels hit on this wwe wtf is this like gay soft porn,1,hatexplain,flipping channels hit on this wwe wtf is this like gay soft porn,2,Hate Speech,Offensive,0.07251253,0.20575479,0.7217327,0.7217327
@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.,1,davidson,no u eat it inbred trailer trash.,2,Hate Speech,Offensive,0.032504424,0.24739113,0.72010446,0.72010446
andydalton getting smashed no homo because the o line is terrible,0,hatexplain,andydalton getting smashed no homo because the o line is terrible,2,Hate Speech,Safe,0.035648763,0.24949901,0.7148522,0.7148522
OHH&gt; #whine #whine #whine says my #faggot #ass #steroid CREAM FORGIVING #Giants&gt; Is #busterposey takin' shot from #barrybonds? Is that it?,1,davidson,ohh> whine whine whine says my faggot ass steroid cream forgiving giants> is busterposey takin' shot from barrybonds? is that it?,2,Hate Speech,Offensive,0.0076807854,0.2825116,0.7098077,0.7098077
"fag 

You are a fucking cock sucking doosh bag",1,jigsaw,fag you are a fucking cock sucking doosh bag,2,Hate Speech,Offensive,0.0059152874,0.28755516,0.70652956,0.70652956
"do research 

please do some research before putting controversial subject matters. what a joke! editor.",1,jigsaw,do research please do some research before putting controversial subject matters. what a joke! editor.,0,Safe,Offensive,0.70435023,0.28981373,0.0058359616,0.70435023
FUCK YOUR LIFE BITCH!  I wasn't vandalizing anything.  I was responding to the idiotic comments made by one of your NAZI STAFF!,2,jigsaw,fuck your life bitch! i wasn't vandalizing anything. i was responding to the idiotic comments made by one of your nazi staff!,1,Offensive,Hate Speech,0.0057370043,0.7002696,0.29399344,0.7002696
"See? It just bounces off. You won't listen, even to your own advice. And you can't resist being snarky",0,jigsaw,"see? it just bounces off. you won't listen, even to your own advice. and you can't resist being snarky",1,Offensive,Safe,0.2896727,0.6994813,0.010846049,0.6994813
",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",2,davidson,", me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",1,Offensive,Hate Speech,0.008584577,0.6990953,0.29232016,0.6990953
"terrorist 

You seem like a terrorist sir. Are you penises as small as they say they are? I have corroborated it with a cite something you never bothered to do. You may keep your comments about drones as long as you cite it even though it has no place on this page. In turn please don't remove what I have written about the  sectarian nature of conflict. 

And why do all Muslims ruin Akbars good name with your Allah o Akbar crap. He was a good king and you should not sully his image.",2,jigsaw,terrorist you seem like a terrorist sir. are you penises as small as they say they are? i have corroborated it with a cite something you never bothered to do. you may keep your comments about drones as long as you cite it even though it has no place on this page. in turn please don't remove what i have written about the sectarian nature of conflict. and why do all muslims ruin akbars good name with your allah o akbar crap. he was a good king and you should not sully his image.,1,Offensive,Hate Speech,0.007698966,0.6988182,0.29348293,0.6988182
went to gettysburg pa to visit civil war memorial the other day in town the arts center had <number> huge rainbow flags flying outside the windows tell me what being a quiff has to do with art was van gogh queer rembrandt da vinci is homo requisite to studying art i am confused,0,hatexplain,went to gettysburg pa to visit civil war memorial the other day in town the arts center had huge rainbow flags flying outside the windows tell me what being a quiff has to do with art was van gogh queer rembrandt da vinci is homo requisite to studying art i am confused,2,Hate Speech,Safe,0.086430974,0.21611062,0.69745845,0.69745845
@user @user @user @user @user @user so stronger gun control is better than leaving guns easy to access. Gun control isn't a gun ban 💀,0,olid,so stronger gun control is better than leaving guns easy to access. gun control isn't a gun ban skull,1,Offensive,Safe,0.2850584,0.6931524,0.021789204,0.6931524
person that blocked you DIES!!,1,jigsaw,person that blocked you dies!!,2,Hate Speech,Offensive,0.038374387,0.2716513,0.6899743,0.6899743
"You don't know what are real difficulties, little prick. You'll learn it after taking the protection away. You can't keep it protected all the time. We'll never give in until the page looks like WE want. I warn you, Clayworth, that I an ruin your health from any distance. I can also easily kill you with an energy stroke. Don't play with fire, stupid ass.",2,jigsaw,"you don't know what are real difficulties, little prick. you'll learn it after taking the protection away. you can't keep it protected all the time. we'll never give in until the page looks like we want. i warn you, clayworth, that i an ruin your health from any distance. i can also easily kill you with an energy stroke. don't play with fire, stupid ass.",1,Offensive,Hate Speech,0.005749949,0.6835785,0.3106716,0.6835785
"WLTDO: Your comment, albeit accompanied by two article references is abusive propaganda (may I borrow your term agenda?) aimed at  disparaging gay people by offering up an analogy that being gay leads to violence. That is false. The fact is domestic violence can and does happen within all couples, and DV between straight couples is reported on  nearly daily in the RG. It is reported on with no one labeling the event as ""a straight people lifestyle that leads to violence.""  Lifestyle BTW, simply means ""the way a person lives"" e.g. vegan vs meat eater, and that differs from sexual orientation, which refers to the sex a person is attracted to (boy/girl, girl/girl). I think you tip your hat when you allude to a LGBTQ agenda.  And what would that be?    It's the 21st century, everybody is equal so get over yourself.",1,civil_comments,"wltdo your comment, albeit accompanied by two article references is abusive propaganda (may i borrow your term agenda?) aimed at disparaging gay people by offering up an analogy that being gay leads to violence. that is false. the fact is domestic violence can and does happen within all couples, and dv between straight couples is reported on nearly daily in the rg. it is reported on with no one labeling the event as ""a straight people lifestyle that leads to violence."" lifestyle btw, simply means ""the way a person lives"" e.g. vegan vs meat eater, and that differs from sexual orientation, which refers to the sex a person is attracted to (boy/girl, girl/girl). i think you tip your hat when you allude to a lgbtq agenda. and what would that be? it's the 21st century, everybody is equal so get over yourself.",0,Safe,Offensive,0.683435,0.17055969,0.14600532,0.683435
someone seems to be retarded but that one is not me better luck next time,2,hatexplain,someone seems to be retarded but that one is not me better luck next time,1,Offensive,Hate Speech,0.010949973,0.68217963,0.30687043,0.68217963
why would i watch your shitty vids when i can tell you are a retard with hero worship clouding your judgement nazi shit is always a fad it was fun to nazipost pre trump to spook normies but now it stale best of luck with your busted vids and aesthetic tho,1,hatexplain,why would i watch your shitty vids when i can tell you are a retard with hero worship clouding your judgement nazi shit is always a fad it was fun to nazipost pre trump to spook normies but now it stale best of luck with your busted vids and aesthetic tho,2,Hate Speech,Offensive,0.0076184412,0.3129148,0.6794668,0.6794668
", cowardly Kraut German",1,jigsaw,", cowardly kraut german",2,Hate Speech,Offensive,0.011063787,0.3161246,0.6728116,0.6728116
@user You meant to say for yourself. Now is it time to talk about gun control?,0,olid,you meant to say for yourself. now is it time to talk about gun control?,1,Offensive,Safe,0.3080332,0.6721508,0.01981601,0.6721508
<user> they are not immigrants they are criminals,1,hatexplain,they are not immigrants they are criminals,2,Hate Speech,Offensive,0.096174374,0.23389453,0.6699311,0.6699311
@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,2,davidson,lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg,1,Offensive,Hate Speech,0.010971946,0.6666001,0.32242787,0.6666001
<user> keep muslim away defend christian faith ban abortion welcome black american babies in the us,1,hatexplain,keep muslim away defend christian faith ban abortion welcome black american babies in the us,2,Hate Speech,Offensive,0.15739545,0.17868944,0.6639151,0.6639151
in most countries holocaust denial will get you more time,1,hatexplain,in most countries holocaust denial will get you more time,0,Safe,Offensive,0.6615963,0.20035991,0.13804391,0.6615963
@user Then HAUL YOUR FAT ASS IN HARMS WAY YOU DRUGGIE!!!,1,olid,then haul your fat ass in harms way you druggie!!,2,Hate Speech,Offensive,0.006654926,0.33301303,0.660332,0.660332
hm changing the minds of whites how about a white only informal labor exchange to bind the economic social and political interests of whites otherwise you offer nothing the jew system already offers them,1,hatexplain,hm changing the minds of whites how about a white only informal labor exchange to bind the economic social and political interests of whites otherwise you offer nothing the jew system already offers them,2,Hate Speech,Offensive,0.121023744,0.24243815,0.6365381,0.6365381
"HLS 

Can you remove the protection on HLS so i can rape it to shit again,

the protection should have expired on the 2nd94.168.208.187",1,jigsaw,"hls can you remove the protection on hls so i can rape it to shit again, the protection should have expired on the 2nd94.168.208.187",2,Hate Speech,Offensive,0.008865248,0.35523656,0.63589823,0.63589823
"FUCK WIKIPEDIA ON WHEELS! 

Fuck off wikipedia you fat bastard on wheels who eats your own shit!",1,jigsaw,fuck wikipedia on wheels! fuck off wikipedia you fat bastard on wheels who eats your own shit!,2,Hate Speech,Offensive,0.0062572993,0.35888854,0.63485414,0.63485414
leftists need to stop helping black folks that the reason there are ghettos in the first place lower standards for blacks is racism,1,hatexplain,leftists need to stop helping black folks that the reason there are ghettos in the first place lower standards for blacks is racism,2,Hate Speech,Offensive,0.100320384,0.26513803,0.6345416,0.6345416
RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,2,davidson,rt you other niggas a call up a bitch to fight a bitch naw not me i'm whomp that trick so she can feel where i'm coming from,1,Offensive,Hate Speech,0.0129751535,0.6329412,0.35408366,0.6329412
my gay friend gave me a hundred quid for a picture of my dick i regret my decision every day now spanish prosecutors are looking for me because i did not pay tax on the image rights,1,hatexplain,my gay friend gave me a hundred quid for a picture of my dick i regret my decision every day now spanish prosecutors are looking for me because i did not pay tax on the image rights,2,Hate Speech,Offensive,0.10963757,0.2580925,0.6322699,0.6322699
RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,2,davidson,rt if u dont want your heart broken then dont check for a nigga who entertains hoes,1,Offensive,Hate Speech,0.018944724,0.6290133,0.35204202,0.6290133
<user> do not interact with this tweet if u are gay 🤣 🤣 🤣,0,hatexplain,do not interact with this tweet if u are gay rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,2,Hate Speech,Safe,0.1292037,0.2533578,0.6174385,0.6174385
User:Abd is muslim cr@p,1,jigsaw,userabd is muslim cr,2,Hate Speech,Offensive,0.2176663,0.16647336,0.61586034,0.61586034
"I reckon I stand behind .  Fred Phelps would NEVER stand behind or in front of , as he is homophobic.",1,jigsaw,"i reckon i stand behind . fred phelps would never stand behind or in front of , as he is homophobic.",2,Hate Speech,Offensive,0.06906846,0.31612238,0.61480916,0.61480916
racist agenda on your part. as i said i will continue to expose double standards of editors like you with facts. (btw in this context words 'double standard' must be used bc they describe what you did here correctly ),0,jigsaw,racist agenda on your part. as i said i will continue to expose double standards of editors like you with facts. (btw in this context words 'double standard' must be used bc they describe what you did here correctly ),1,Offensive,Safe,0.36953062,0.6141614,0.016307978,0.6141614
"""

haha you are a dumb shit. what's so wrong about """"nazi"""" or """"hitler"""". some dumb american shit that makes nazi or hitler some how incomparable to any other shit? you know what, many people in the world think your dumb american imperialism, assault on iraq, are comparable to the atrocities performed by the nazis. yet """"american"""" or """"republican"""" is not a diss.

let me say it right here out loud: TAS is almost as bad as Nazis!
 17:32, 20 Apr 2005 (UTC)""",2,jigsaw,""" haha you are a dumb shit. what's so wrong about """"nazi"""" or """"hitler"""". some dumb american shit that makes nazi or hitler some how incomparable to any other shit? you know what, many people in the world think your dumb american imperialism, assault on iraq, are comparable to the atrocities performed by the nazis. yet """"american"""" or """"republican"""" is not a diss. let me say it right here out loud tas is almost as bad as nazis! 1732, 20 apr 2005 (utc)""",1,Offensive,Hate Speech,0.0060278466,0.6115661,0.382406,0.6115661
#guncontrol #robbery #murder #Selfdense #Defend #secondammendment Why You Don't Want Gun Control Three Armed Home Invaders Try to Ambush Homeowner | Active Self Protection via @user,0,olid,guncontrol robbery murder selfdense defend secondammendment why you don't want gun control three armed home invaders try to ambush homeowner | active self protection via,2,Hate Speech,Safe,0.09070737,0.29995826,0.60933435,0.60933435
ya can take them out of the ghetto but,1,hatexplain,ya can take them out of the ghetto but,2,Hate Speech,Offensive,0.055909604,0.35348126,0.59060913,0.59060913
