text,label,source
"i would like to test and see how long your tongue really is, my lady. [eggplant emoji]",0,davidson
i would love to give this bitch some act right juice lol,1,davidson
i would love to not be hit with the jig for once in my fucking life,1,davidson
i would never fight a nigger for vagina..that's what hoes do lmao,1,davidson
i would never hit a woman but i would slap a hoe,1,davidson
i would probably still feel bad if you weren't such a bitch about it..,1,davidson
"i would went in on that ref hell, with a post game interview saying he called me sad and trash.",0,davidson
i wouldn't be acting like a crazy bitch if you just told me what the hell goes on in your head,1,davidson
i wouldn't fuk a lot of u bitches .. real talk,1,davidson
i wouldn't last in prison.. them bitches would eat me alive..,1,davidson
i wouldn't want my girl showing her goodies to every niggah unamused face raised hand,1,davidson
"i""m the mother fuckin"" ugly> badguy> bitches> eli wallach type shit breaking bad is a joke about noose rigs lee van cleef sports>",1,davidson
"i�m tough, ambitious and i know exactly what i want. if that makes me a bitch, then okay.",1,davidson
i'll gladly be a victim rt then im a felon rt a bitch over 200lbs riding ur face is attempted murder tired face tired face,1,davidson
i'm logging out rt ah man rt the bartenders be sellin pussy too? i thought only the strippers sold pussy.,1,davidson
i''d put a bullet in that bitch..,1,davidson
i'd be the best at owning a bird. i could teach them the funniest things to say.,0,davidson
i'd do anything for an oreo vanilla bean drink from dunkin & a chocolate chip muffin from there too..i'm starving & that sounds so good now.,0,davidson
i'd drive me crazy to have to be at that ghetto ass school everyday.,1,davidson
i'd have to go off on a bitch,1,davidson
i'd hit a kardashian she threw money at me bruh somebody would have to pull me off that hoe idgaf who she is. nobody to me anyway lol,1,davidson
i'd kill a bitch to be able to cuddle right now. ugh. sucker for the stupid shit. i swear.,1,davidson
i'd kill to meet charlie sheen.,0,davidson
"i'd like to see someone try to hit me off. joke's on you bitch, i don't have internet!",1,davidson
i'd rather be at school improving my life than sleeping at home im back bitch,1,davidson
i'd rather follow some girls on instagram rather than have their bird brain tweets on my tl,0,davidson
i'd rather have a flat bitch then a bitch who cheats winking face,1,davidson
i'd rather hear neal degrasse tyson tell me about scientific mistakes in their assumptions than some wasp..,0,davidson
"i'd shut the fuck up or i'll just be wide and batter any boy you ever go out with haha. im a cunt, so wit? you cani do shit to stop me.. )",1,davidson
i'll never let a broke bitch influence me sleeping face,1,davidson
i'll always remember feeling like i was no good. like i couldn't do it for you like that whack bitch could.. & it's all because you lied..,1,davidson
i'll be a yankee fan forever,0,davidson
"i'll be a bitch if i have to. i don't like to be, but fck with me and it'll happen.",1,davidson
i'll be a dick if you wanna act like a pussy.,1,davidson
i'll be damned if a nigger wife a hood hoe..,1,davidson
i'll be stripping off layers of clothes the instant we get back to the gate. it's hot as satan's pussy on this son-bitch,1,davidson
i'll be that lmao beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes rt pussy,1,davidson
i'll beat some pussy up right about now,1,davidson
"i'll break any bitch nigger down, i don't care about your size.",1,davidson
i'll call u bitch for short,1,davidson
"i'll eat ya pussy like a savage, but once you put ya nasty ass feet in my face my socks and drawers already on and i'm out",1,davidson
i'll fuck a bitch real quick,1,davidson
i'll get so much pussy.,1,davidson
i'll give you a baby zebra girl.,0,davidson
i'll go to class the last 30 minutes of that hoe,1,davidson
i'll have these bitches havin baby's every week,1,davidson
i'll keep all comments to myself about tho.. i'll just laugh about it with my nigs,1,davidson
i'll let u clam on top and let dat nookie pop i'm in dat cookie jar i ain't no rookie girll,0,davidson
i'll live my life the way i want bitch,1,davidson
"i'll pay yall niggas to get lost, how much y'all hoe niggas gunna cost",1,davidson
i'll quit being a bitch when you quit being a fake friend. thumbs up victory hand,1,davidson
i'll round up my hoes in a little bit,1,davidson
i'll start at the butt and work my way to the pussy,1,davidson
i'll still let the plastic bitch do her dollar .,1,davidson
"i'll stop drugs, alcohol, fags, sluts for you. just give me a chance. it's been a year and i feel the same, that clearly means something.",1,davidson
i'll walk away with your money and leave a tip for your bitch,1,davidson
"i'm ""walk into my local convenience store & the clerk says 'what up, girl? keystone is on sale, yo!'"" white trash. line forms to the right.",1,davidson
i'm 26 you bitch,1,davidson
i'm 81 and i still eat animal crackers ema biggest fans1 d,0,davidson
"i'm camera shy, don't talk on phones and love when it rain..if youn kno the life you wouldn't understand",0,davidson
i'm hungry i won't give a bitch a time or day. i'm trying take care business person tipping hand,1,davidson
i'm hun-gry,0,davidson
i'm pregnant charlie brown! worst peanuts special ever,0,davidson
i'm rick james bitch!,1,davidson
i'm totally tired of being saudi arabia's bitch.. it's gotten wayy old.,1,davidson
"i'm tryn tell yall brah, i went wit a slut n could not stop da bitch frm boppin dat shit scary",1,davidson
i'm tryna turn m's to b's in this bitch!,1,davidson
i'm xx triple x rated bitch,1,davidson
i'm a vipperloid bitchp,1,davidson
i'm a bad bitch!,1,davidson
i'm a big bitch and 4 is the goat rt i'm too lazy for 4.,1,davidson
i'm a bitch,1,davidson
i'm a bitch becausemy family life is fuckedmy love life is fuckedmy social life is fuckedjust my outlook on life is fucked,1,davidson
i'm a bitch nigger? ( that hurts my feelings.. and i'm like so serious.,1,davidson
i'm a bitch now ? ok.,1,davidson
"i'm a broke hoes dream , rich hoes cream !",1,davidson
i'm a broke hoes dream rich girls cream !,1,davidson
i'm a couple bitches header smiling face with sunglasses ioeno em face with tears of joy face with tears of joy,1,davidson
"i'm a dick and you ain't even got ya strap on, pussy",1,davidson
i'm a dope ass nigger n these bitches od,1,davidson
i'm a hoe for that loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1,davidson
i'm a lady bitch,1,davidson
i'm a light skin niggah raising hands,1,davidson
"i'm a made man, y'all pussy niggas in the middle.",1,davidson
"i'm a pull up, eat on that pussy, and dip",1,davidson
i'm a purple headed cunt,1,davidson
"i'm a redneck, but without the homophobia and racism",0,davidson
i'm a stretch that pussy out,1,davidson
i'm a sucker for colored eyes pensive face pensive face,0,davidson
i'm a twat,1,davidson
i'm a wigger,1,davidson
i'm about to get this bitch a cell mate,1,davidson
i'm about to hit a bitch,1,davidson
i'm about to jog higher this stupid bitch ass hoe saab1 @,1,davidson
i'm about to post my charlie clips vs yung ill rap battle review in a few,0,davidson
i'm about to push this niggah off my seat trying to squish me and shit,1,davidson
"i'm about to spray perfume on your bitch because if i have to look at trash,it might as well smell decent raised hand",1,davidson
i'm about to start a bad bitch mentoring association bc girl youre a bad bitch dont let anybody tell ya other wise,1,davidson
i'm about to start calling out people and why they do retarded things,1,davidson
"i'm addicted to ig, twitter just my side bitch",1,davidson
i'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah i just wanted to say you're a hoe,2,davidson
i'm always dumb too a extra slow ass bitch pouting cat unamused face face with tears of joy see-no-evil monkey weary face hundred points oncoming fist,1,davidson
"i'm an 18 year old gay driving through the back roads of redneck virginia blasting cheetah girls. if that doesn't scream sitcom, what does?",0,davidson
i'm asking this boy questions like he my bitch,1,davidson
i'm at home throwing up taking care of my kid. yet i'm a hoe? oh. oh okay.,1,davidson
i'm back bitch,1,davidson
i'm back bitches beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes,1,davidson
i'm back bitches 3d back in effect it's on tonite,1,davidson
i'm beating bitch jay jay ass when i see this nigger . i really ova here dead tho loudly crying face face with tears of joy skull face with tears of joy clapping hands,1,davidson
i'm beginning to thincc my brother is defiantly into fat mexican bitches..? eugh confounded face,1,davidson
i'm bout to be.back on my old shit i miss my hoes texting me saying they wanna come see me,1,davidson
"i'm bout to delete you thirsty hoes, all over the same twitter nigger that's a nobody yall look soo wack",1,davidson
i'm bout to get this bitch a cell mate,1,davidson
i'm bout to hop off this hoe they tryna get on my ass,1,davidson
i'm bout to start singing and shit lol hoes going crazy or this nigger august,1,davidson
i'm boutta deck this bitch in the face .,1,davidson
i'm boutta merk a nigguh,1,davidson
i'm bringing booty back. go ahead and tell them skinny bitches that.,1,davidson
i'm busy what i'm tell all hoes who played me to the side .. i'm busy,1,davidson
"i'm cold as a bitch and don't even need a fleece, and if she a bad bitch tell her drop to yo knees.",1,davidson
i'm coming for that no 1 spot nigguh,1,davidson
"i'm crazy poke out your eyes, slit yo clit, you give a shit cuz i'm the shit",1,davidson
i'm cute with or without the makeup & eyelashes ok hand relieved face y'all bitches depend on that shit,1,davidson
i'm dat nigger that these hoes just can't stand.. musical notes b.g,1,davidson
i'm definitely watching that mook/ lux battle today damn it!!,0,davidson
"i'm done crying. i'm done being worried! ain't no bitch in me, or is stupid written over me",1,davidson
i'm done wit this cheer team all these bitches are literally brain dead.,1,davidson
"i'm dracula bitch, don't got a problem smackin a bitchkidnap em, attack em with axes n shit",1,davidson
i'm dressing up as an albino one day and scaring the shit out of amaris' mom,1,davidson
i'm drunk eat a fucking twat,1,davidson
"i'm dry humping hoes tonite bussin on they costume so they man deal wit em later. rt somebody girl gettin fucked tonight""",1,davidson
i'm fasho in that hoe then! rt tbretreat is about to be 21+? i'm in that hoe for real this time!,1,davidson
i'm fine af in that hoe,1,davidson
i'm finna quit this bitch irratating me frfr i'm sick of this shit let me start job huntin now,1,davidson
i'm finna see the yankees win a baseball game,0,davidson
i'm finna start slapping bitches,1,davidson
i'm flexin on these bitches all gold bottles no bombay,1,davidson
i'm flexing on niggas and they bitches,1,davidson
"i'm flipping thru the tv saw the bachelor on stooped for a second and all i can say is ""all them hoes garbage""",1,davidson
"i'm from south chicago so i know it's bad but..bitch, it ain't like you live in englewood! foh",1,davidson
"i'm from long beach california.. so people automatically think i'ma badass, or a bitch.. hahha",1,davidson
i'm fucking around with two bitches but i never made those hoes my mistress,1,davidson
i'm getting sleepy and my phone is acting retarded..,0,davidson
i'm getting spanked in fantasy face with tears of joy face with tears of joy he beating my by 100 because of this damn new england game & julian eldman trash,1,davidson
i'm getting tired of you telling what the fuck i'm doing every time i'm doing something lol. -peckerwood guy,1,davidson
i'm glad ari know to text me or get in contact with me cause i've been calling my bitch all day. i be worried.,1,davidson
"i'm glad that after telling me how much of a basic bitch i am, also admitted to being basic. truefriendsarebasictogether",1,davidson
"i'm glad to see that broads are still into the ""faggot"" look when it comes to picking dudes.",1,davidson
i'm glad you hoes ain't my momma,1,davidson
"i'm goin big, bitch, suck my dick",1,davidson
i'm going thru it my bitch ain't even my bitch she let the whole team hit,1,davidson
i'm going to be an ugly niggah for halloween so i can just be myself.,1,davidson
"i'm going to dress up as trash for halloween. oh wait, i look like that everyday.",0,davidson
i'm going to punch a bitch if my cleats don't come in angry face,1,davidson
"i'm going to sell my iphone and both my macs, i don't support faggots.",2,davidson
"i'm going to the movies this weekend, by myself. no bffl, no bitch, no nigger, just me.. solo",1,davidson
i'm gonna be ghetto and color over the stain with a sharpie ctfu,0,davidson
i'm gonna go ape shit if there is an if uchida,1,davidson
i'm gonna hoe the shit out of you when we meet again can't wait,1,davidson
i'm gonna kill bitches today.,1,davidson
i'm hands on when its time ta murk a bitch,1,davidson
i'm happily taken tho.. & i ain't cheating for none of you hoes.,1,davidson
i'm happy i ain't that bitch i use to be,1,davidson
i'm hooked on monkey phonics.,0,davidson
i'm in vegas bitches,1,davidson
i'm in my bed like half asleep and stuff. but i really want that oreo coffee coolatta.,0,davidson
i'm in my glory bitch guard red triangle pointed down,1,davidson
i'm in the cut with my old boys and this bitch asks me to smoke weed with her in a fucking yaris. the fuck? lol hell no.,1,davidson
"i'm in the zone like the secondary, no lie bitch i'm flier then a pet canary",1,davidson
i'm in this bitch flushed face flushed face flushed face flushed face like a mf face with tears of joy face with tears of joy face with tears of joy face with tears of joy victory hand leaf fluttering in wind open hands dashing away,1,davidson
i'm in this hoe tripped out people be wildin,1,davidson
i'm jus a trill nicca mane,0,davidson
i'm just gonna get my dog to eat a bitch,1,davidson
i'm just living my nig..,1,davidson
i'm just matching grams wit my fam bitch,1,davidson
i'm just not going to be a bitch to you because we don't speak for reasons. it was a decision and it's done and over with why start shit?,1,davidson
i'm just on this hoe to laugh,1,davidson
i'm just salty bitch,1,davidson
i'm just sayin. that's my baby & i already told you bitches.. ok hand,1,davidson
"i'm just saying, in your twitter pic you look like such a guido and i love it pattyfuckingboges",1,davidson
i'm just sitting here waiting for twitter to explode once this yankees game ends,0,davidson
i'm just tryna get to sleep before the birds start getting rowdy.,0,davidson
i'm just upset they got faggots on this show,2,davidson
i'm known around tampa as the ugly kid with no hoes,1,davidson
i'm lactose and hoe nigger tolerant,1,davidson
i'm late as hell..niggas really hating cuz these hoes want that lightskin dude in jail y'all crazy,1,davidson
i'm lifted before i'm stiff out of this bitch,1,davidson
i'm like rashad and i did her like when he found out the ghetto truth about new-new,1,davidson
i'm literally about to scream and throw a bitch fit if people don't hurry the fuck up.,1,davidson
"i'm literally laughing in shock, amazement, joy. in..just everything. in everything! pop the champagne american queers. we have arrived.",2,davidson
"i'm making a t-shirt. it says ""ke$ha, the white trash slut i wish i was."" for teenage girls with shitty tasted in music.",1,davidson
i'm making pollo a la brasso today,0,davidson
i'm mattwho da boy hoe check me out i do some amazing shit,1,davidson
i'm naturally bowlegged.. i be trying to stand normal . i think i look deformed while hoes thinking that shit is cute.,1,davidson
i'm never gonna be ok with my nigger around alot of bitches while with his boys. cause i was once that female your boys put you on !!,1,davidson
"i'm nice to everyone, but don't let this pretty smile confuse you, because i can turn to bitch in nanoseconds.",1,davidson
i'm no man-hoe tho..,1,davidson
"i'm no pussy, but ur still a dick.",1,davidson
i'm not broke open hands person gesturing no thumbs down zz bitch i'm blessed raising hands folded hands folded hands thumbs up thumbs up ok hand victory hand hundred points,1,davidson
i'm not a ho because i think two men and one woman together is a threesome and not a train. getyamindright,1,davidson
i'm not a ho like you. your body count probably is close to 100,1,davidson
"i'm not big on the ""uncle tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote dem?",0,davidson
i'm not bouta let no bitch play with none of my family. it don't matter if i fuck with them or not.,1,davidson
"i'm not dating anyone right now, i'm giving my pussy a brake.",1,davidson
"i'm not defending ray rice but that double standard is a bitch, ain't it",1,davidson
i'm not down to be a side bitch tho waving hand,1,davidson
i'm not from the ghetto.,0,davidson
"i'm not fuckin wit october she on some new shit , bitch cold",1,davidson
i'm not going to chase a dumb bitch,1,davidson
i'm not much of a texted get off my nuttz hoe,1,davidson
"i'm not particularly shy, but hard for me to break ice with a stranger or in others words i'm a pussy grinning face with sweat haha she was so cute too!",1,davidson
i'm not really a phone kinda guy.. i actually hate talking on the phone & texting kinda trash to me also.,0,davidson
i'm not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,1,davidson
i'm not the type of guy to bitch about how hot it is but it's about to be 11 and i'm still sweating,1,davidson
i'm not the type to fight no bitch over a nigger im the type to say fucc that & take his bitch raised hand face with tears of joy smirking face,1,davidson
"i'm not weird, you're just a faggot",2,davidson
i'm obviously not talking about cod because that game is for queers.,2,davidson
"i'm off work, where the naked hoes and alcohol?",1,davidson
"i'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red"".",1,davidson
i'm okay with rasor talking trash,0,davidson
i'm old but my pussy still poppin tho,1,davidson
i'm old school i'll smack a bitch,1,davidson
i'm on a boat bitch,1,davidson
i'm on my fuck that bitch shit,1,davidson
"i'm on that good kush and alcohol.. i got some down bitches, but the can crawl",1,davidson
i'm only driving drunk cause this bitch drove me to drink!,1,davidson
i'm only on here cause my bitch tripping face with tears of joy,1,davidson
i'm organizing a cease fire between bald headed bitches and weave !,1,davidson
"i'm out "" slipping mollies in the jell-o rt cosby out here fucking bitches with pudding pops lmao""",1,davidson
i'm out this bitch,1,davidson
i'm pissed off bitches on my dick but shit my dick softcause the way you carry yourself got me ticked off i ain't tryin to be rick ross..,1,davidson
i'm pretty sure i've never sat in the friend zone waiting for pussy. you gotta put your dick on the table and see what happens,1,davidson
"i'm pretty sure the dmv won't let me take a new pic, but a bitch might accidentally lose my license again where they have to take a new pic",1,davidson
i'm pussy i'm not about this internet life loudly crying face pensive face .,1,davidson
i'm pussy whipping these hoes,1,davidson
i'm ready to bounce out dis bitch -.-,1,davidson
"i'm ready to cry i'm so mad, like me & this bitch gon have to fight.",1,davidson
i'm really nice loudly crying face but a bitch at times,1,davidson
"i'm really not a complete bitch, just socially handicapped person raising hand",1,davidson
i'm retarded hungover and all we had were beers. a lot of beers.,1,davidson
i'm rich bitch said in dave chappell voice,1,davidson
i'm roasting the first one of my niccas who rock them shits!,1,davidson
i'm saying though!! face with tears of joy face with tears of joy weary face weary face rt all my panties be vs. ion look like these bitches tho,1,davidson
i'm seeing more & more niggers migrating further up liberty rd.. smh,2,davidson
i'm serious bruh! she's too pretty i would eat both her pussy & butt loudly crying face,1,davidson
"i'm seventeen years old with a government job, ask me if i give two fucks about the next bitch sleeping face",1,davidson
i'm sick and tired of faggot cages trying to see how long before moses kills a royal.. world series barrybonds jokes,1,davidson
"i'm sick and tired of the 'above the fray' crowd, 'they're all the same' crowd, the mushy moderate, the contrarian etc.wake up pussies. war",1,davidson
i'm sick as fuck.. this shit is for the birds,1,davidson
i'm sick of dudes posting videos of them singing on vine. do that shit in the shower or something fags,1,davidson
"i'm sick of niggas lying. i'm sick of bitches hawking. matter of fact, i'm sick of talking. rip big",1,davidson
i'm sick of you hoes for real i got somebody that looks up to me so i ain't bout no pussy shit.,1,davidson
i'm sick of you hoes oml,1,davidson
"i'm sippin on patron nigger , my bitch bad to the bone nigger . she fucked up , i'm fucked up , she like "" how we gon get home nigger ? """,1,davidson
i'm so excited to hang out with my bitches,1,davidson
i'm so faded my nigger i'm about to disappear in this bitch,1,davidson
i'm so glad i don't wake up lookin like one those medusa lookin bitches,1,davidson
i'm so high high high that a bitch can't blow my high,1,davidson
i'm so mad cause hoes think it's funny,1,davidson
i'm so mother fucken sexy. i have no time to be a retard.,1,davidson
i'm so raw is problem the best song tyga will have anything after that is trash,1,davidson
i'm so sick of u niggers..,2,davidson
"i'm so tired of this damn job man, i wanna blow this bitch up lol",1,davidson
"i'm sorry but if your costume is a ""naughty school girl"" this yr i will forever consider u a basic bitch. becreative followers",1,davidson
i'm sorry but this makes me feel so free. like a fucking majestic bird. gotonelessproblemwithoutya,1,davidson
i'm sorry but why should i care about what bitch my nigger was fucking w before me,1,davidson
i'm sorry.. i'm sorry.. i can't fuc wit u no mo hoe.. and i'm sorry face with tears of joy,1,davidson
i'm starting to act hollywood round this bitch,1,davidson
"i'm starting to not like meek, this nig a lil to arrogant for me",2,davidson
i'm sticking with 's theory that black pussy tastes like strawberry milk.,1,davidson
"i'm still mad because this nigger really said ""i got bitches texting me asking me.."" oh really ? but let me say sum wit that in it hundred points",1,davidson
i'm still weak off the bitch gettin pissed on lol,1,davidson
i'm stuck in my room.. the house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. stuck.,1,davidson
i'm such a bitch sometimes lol,1,davidson
i'm such a bitch to austin face with tears of joy face with tears of joy,1,davidson
i'm such a retard sometimes.,0,davidson
i'm sure would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers.,2,davidson
"i'm surprised i'm still at school tbh, i can be quite the retard at times. i'm either exceptional at a subject or absolute shitee.",1,davidson
i'm talkin bout superb punching. the ref was on some hoe shit against carlton haywood. dude took a full minute of unanswered,1,davidson
i'm thankful for dem big booty hoes doe realtalk,1,davidson
i'm the biggest redskins dam right now if they get this stop,0,davidson
i'm the bitch that a come out n sweats n still have ya nigger checking for me smiling face with sunglasses,1,davidson
i'm the crazy bitch that will call you 10 times in one hour,1,davidson
i'm the gym looking at bitches booty creeping victory hand,1,davidson
i'm the man around dis bitch baby,1,davidson
i'm the pull bitch,1,davidson
"i'm the real tony montana, i got 50 naked bitches on a banana boat",1,davidson
i'm the type of person who act like i don't care to certain reactions but truly i'm a little bitch inside,1,davidson
i'm thinking he has low level ocd of some sort.. that or he's just goin full retard.. pretty sure full retard,1,davidson
i'm tired of bitches thinking they cool when they ugly. if you're ugly bitch that's all you are is ugly,1,davidson
i'm too much of a bitch to say anything about that,1,davidson
"i'm too nice to people , but when i finally decide to say something , i'm a bitch . wonderful .",1,davidson
i'm tryna eat steaks n dis hoe wanna eat peanuts!! -- voice,1,davidson
"i'm tryna face fuck kesha, you bitches bringin beef i'll get the lettuce n ketchup",1,davidson
i'm tryna turn m's to b's innis bitch and i ain't never paid to be wit no bitch!,1,davidson
i'm turning into a heartless bitch.,1,davidson
i'm up and at it before the birds wake up so you can't tell me shit.,1,davidson
i'm up bored denna bitch,1,davidson
i'm up hoe,1,davidson
i'm use to these hoes don't play,1,davidson
i'm with 3 bitches & 2 of em mix,1,davidson
i'm with another nigger bitch face with tears of joy face with tears of joy,1,davidson
i'm.a be even pretty person tipping hand julisa work magic on bitches .. lol i keep stalking her ig to see how perfect i want my braids.. its hard to pick!!,1,davidson
i'mma go with 6.cuz them scream bitches stayed getting knocked over an shit. fuck them pussies. without surprise they shitty.,1,davidson
i've been sleeping with my mom for the past few weeks and i swear this bitch is having sex dreams or something always moaning in her sleep,1,davidson
i've been tryin to tell niggas rt lesbian porn have the finest bitches,1,davidson
i've eaten six packs of hello kitty fruit snacks today because i can bitch i'm an adult.,1,davidson
i've got a birds eye view of all the secrets you keep.,0,davidson
i've got everybody skurting these hoes face with tears of joy face with tears of joy face with tears of joy face with tears of joy raised hand,1,davidson
"i've got saltine crackers and red wine here. is it possible to diy a communion? i, uh, haven't been to church in awhile. tbtweets",0,davidson
i've never felt this comfortable around a crazy in my life. ole cool crazy ass bitch. this my nigger right here.,1,davidson
i've never had a twinkie.,0,davidson
"i've never had a problem w the company for a year, and then this snitch fucking bitch is trying to get me fired",1,davidson
i've pretty much eaten an entire box of my nephew's cheese nips. i only feel bad a little.,0,davidson
i've seen major leauge with charlie sheen..and the giants committed sin when they worshipped barrybonds as a batting coach>,0,davidson
i've seen every episode of scrubs ever. sense the first episode niggah!!,1,davidson
i've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,1,davidson
"i, i see some hoes in hurr",1,davidson
"i, for one, welcome our new eastern panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",0,davidson
ig be the bid bitches an these dumb ass faces lol,1,davidson
im our here filling these hoes jaw side,1,davidson
isis jihadis discuss 'buying and selling' yezidi girls as slaves tcot pjnet,0,davidson
"isis jihadis in australia shoot man in the face, chanting 'isis will stay' tcot pjnet",0,davidson
isis supporters in america the jihadis next door,0,davidson
ian watch maury in so long ..maury wear jeans on the show now.. i guess he like fk i need to dress up for these ghetto ass ppl anymore,1,davidson
ibuki ́s shaved pussy fingered and fucked before her tight little rosebud of an ass is destroyed,1,davidson
id light that bitch on fire starting with that ratchet ass weave,1,davidson
"id make you look like an absolute pussy, because you're too scared to say anything to my face hahahahahaha",1,davidson
id rather be your niggah,1,davidson
idc i eat the pussy beaming face with smiling eyes,1,davidson
idc about none of these bitches .,1,davidson
idgaf i have my coon moments,1,davidson
"idgaf about someone havin a cure,let this bitch burn",1,davidson
idgaf about these money hungry bitches,1,davidson
"idgaf about you flat chested hoes feelings either, you a grown ass man nigger.",1,davidson
idgaf about you regardless bitch you got me all day.,1,davidson
"idgaf about you, or ya mens, ya bitch, none of these bitches. y'all all can fuck off for all i care.",1,davidson
idgaf if it's 3pm in the afternoon bitch make my pancakes!,1,davidson
"idgaf if that's sounds illogical, this twitter bitch.",1,davidson
idgaf what anyone say. gambling is stupid. like if you constantly bitch about not having money why tf would you go to a casino?,1,davidson
"idgaf what u do to get it long as u go hard in that. sell drugs, credit cards, checks, strip, sell pussy, whatever. jst dn't b half-assed!",1,davidson
idiotic censorship drive by france president fails to understand that he's empowering jihadis by censoring the internet wholesale fail,0,davidson
"idk about yall, but i loves me a thirsty bitch. atleast they not afraid to peruse a nigger",1,davidson
"idk bro "" a bunch of hoes really doesn't compare to having that one faithful girl bruh""",1,davidson
idk how i have friends i'm so blunt and sarcastic people probably think i'm a raging bitch.,1,davidson
idk how bitches trust other bitches soo easily. i still have the same friends.,1,davidson
idk maybe it's just me being bitter but giving bitches money and just being a genuine nigger ain't got me nowhere so fuck that. struggle hoe.,1,davidson
idk what's worse then a broke hoe with potential,1,davidson
idk where this nigger jus went but he better find me some food before i become a real life bitch unamused face,1,davidson
"idk who tf roro & sophie are, but i'm glad they got bitches twerkin for the vine in they whips",1,davidson
idk why bitches think they players lol bitches have zero game,1,davidson
idont want a bestfriend boyfriend homeboy nor homegirl.. fuck all yall bitches ctfu idc idc,1,davidson
if didn't know i love your coon ass cuz face with tears of joy face with tears of joy face with tears of joy,1,davidson
if post 1 more pic of his waves i'm bringing my s-curl back on these hoes for the 2014,1,davidson
"if ashton is trash then what does that make me! come on guys someone like ashton can't be trash, he makes too many people smile!!",0,davidson
"if bradley cooper wins an oscar before ryan gosling does, imma cut a bitch.",1,davidson
if california chrome doesn't go off at even money or better i might flip a trash can over i mean damn can i get 6-5? oh the humanity!,1,davidson
"if dirty d was still around i wonder how many of you younger guys he would call a ""disrespectful son of a bitch""",1,davidson
if dj khaled eats nicki minaj's pussy he finna taste everyone in the rap industry,1,davidson
"if drew stubbs were a pimp, he couldn't even hit a hoe.",1,davidson
"if i become president, everybody's on lockdown. i'm gonna run this bitch like a penitentiary.",1,davidson
if i called you a bitch then you'd prolly hate me .. if i called you a bad bitch then you'll prolly thank me!,1,davidson
if i can't make no money off of you then bitch i don't even want to you.,1,davidson
if i don't like that hoe i turn her ass into a frisbee,1,davidson
if i don't unwrap a big booty hoe today i'm going rio be outraged.,1,davidson
if i ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch,1,davidson
"if i ever committ a crime, you can cite lvl as being the sole influence.",0,davidson
"if i ever saw kendall jones in person, id kill her on sight. i hate that bitch more than anything in life.",1,davidson
if i fuck a nigger bitch ima just record it an keep fuckin her til she play dumb then ima have to show him,1,davidson
if i had a dollar for every time someone called me maggie i'd make it rain on all these hoes,1,davidson
"if i had hair, i would seriously go for a perm now. genetics is a stone cold bitch.",1,davidson
if i hit you w/ that shotty bitch i bet that body flip,1,davidson
"if i hold the door open for you, bitch you betta say thank you or imma slam the door in ya back.",1,davidson
"if i post a picture of my woman, all you hoes jumping off a bridge tonight! lol",1,davidson
"if i respect you, i demand your respect back. if you think you can be a bitch, i can be an even bigger one. bring it",1,davidson
if i see another bitch with a rolly bag ima diesel that bitch,1,davidson
if i smoke with ya bitch its over,1,davidson
if i was a guy i'd definitely dress up as the fuck her right in the pussy guy,1,davidson
"if i was stranded on a desert island and i could only bring 1 thing, i would bring dora. that hoe has everything in that backpack.",1,davidson
if i were a kid today..michelle obama's lunch would wind up in the trash can,0,davidson
"if i were born black; i would have tons of kids, never work, get lots of free stuff & bitch about it! thank god i wasn'twhat a drag i'd b",1,davidson
"if i wore a tutu, no bitch would want me face with tears of joy face with tears of joy that's what our dog is gonna be telling himself everyday expressionless face",1,davidson
"if i'm legit trying, the worst thing you can do is try and play games with me. you'll get the bird soo fast.",0,davidson
if i'm sharing my nigger with every other bitch why tf do i want him. he ain't no longer special. the heck.,1,davidson
"if i've never seen her do some ""hoe"" shit with my own eyes then i refuse to let another nigger influence my thoughts on her. so what?",1,davidson
if kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,1,davidson
"if temple beats rutgers today, i will be a happy clam.",0,davidson
if a bitch annoying she getting left.,1,davidson
"if a bitch bit my dick, i'd probably beat the shit out of her.",1,davidson
if a bitch choosin let her choose lmao that is all !,1,davidson
"if a bitch don't like me, sumthin wrong wit da bitch",1,davidson
if a bitch don't taste her own kissing cat you shouldn't even dare eat it face with medical mask,1,davidson
"if a bitch has to fuss &&fight over a niggah thats hugged up && ,boo'd up w the next bitch , clearly doesnt gaf bout u",1,davidson
if a bitch is bad n single she single fo a reason..hoe prolly cray or a runna,1,davidson
if a bitch makes u moan during sex she owns your soul. hundred points,1,davidson
if a chick wants me to eat her pussy then leave i'll accept gladly. lol,1,davidson
